attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
0,546674,0,-451,86859,40594,32196,20702,20204,26693,62332,200,0
0,546674,0,-174,86859,40594,32196,20702,20204,26693,62332,200,0
0,546674,0,-596,86859,40594,32196,20702,20204,26693,62332,200,0
0,546674,0,-949,86859,40594,32196,20702,20204,26693,62332,200,0
0,546674,0,341,86859,40594,32196,20702,20204,26693,62332,200,0
0,546674,0,2047,86859,40594,32196,20702,20204,26693,62332,200,0
0,834970,0,560,87003,41630,25873,8084,27341,879,146920,200,0
0,834970,0,209,87003,41630,25873,8084,27341,879,146920,200,0
0,834970,0,97,87003,41630,25873,8084,27341,879,146920,200,0
0,834970,0,82,87003,41630,25873,8084,27341,879,146920,200,0
0,834970,0,-26,87003,41630,25873,8084,27341,879,146920,200,0
0,834970,0,-105,87003,41630,25873,8084,27341,879,146920,200,0
0,834970,0,-1858,87003,41630,25873,8084,27341,879,146920,200,0
0,834970,0,-806,87003,41630,25873,8084,27341,879,146920,200,0
0,834970,0,2047,87003,41630,25873,8084,27341,879,146920,200,0
0,1170686,0,502,50191,43911,33436,39356,62015,53702,162451,200,0
0,1170686,0,308,50191,43911,33436,39356,62015,53702,162451,200,0
0,1170686,0,135,50191,43911,33436,39356,62015,53702,162451,200,0
0,1170686,0,84,50191,43911,33436,39356,62015,53702,162451,200,0
0,1170686,0,36,50191,43911,33436,39356,62015,53702,162451,200,0
0,1170686,0,-8,50191,43911,33436,39356,62015,53702,162451,200,0
0,1170686,0,-2048,50191,43911,33436,39356,62015,53702,162451,200,0
0,1170686,0,-330,50191,43911,33436,39356,62015,53702,162451,200,0
0,1170686,0,-792,50191,43911,33436,39356,62015,53702,162451,200,0
0,1170686,0,18,50191,43911,33436,39356,62015,53702,162451,200,0
0,1720880,0,18,269639,9754,136694,47233,51022,17793,60972,80,0
0,1720880,0,258,269639,9754,136694,47233,51022,17793,60972,80,0
0,1720880,0,457,269639,9754,136694,47233,51022,17793,60972,80,0
0,1720880,0,-1411,269639,9754,136694,47233,51022,17793,60972,80,0
0,1720880,0,700,269639,9754,136694,47233,51022,17793,60972,80,0
0,1720880,0,2001,269639,9754,136694,47233,51022,17793,60972,80,0
0,1720880,0,466,269639,9754,136694,47233,51022,17793,60972,80,0
0,1720880,0,114,269639,9754,136694,47233,51022,17793,60972,80,0
0,1720880,0,58,269639,9754,136694,47233,51022,17793,60972,80,0
0,1720880,0,51,269639,9754,136694,47233,51022,17793,60972,80,0
0,1491576,0,-59,424117,14096,55107,58139,25616,10727,279642,51,0
0,1491576,0,-2048,424117,14096,55107,58139,25616,10727,279642,51,0
